Resource Relationships,,,Arcrole,Resource,ResourceRole,Language,Name,Namespace,LocalName,References
,esrs:DisclosureOfCriticalAssumptionsUsedToQuantifyAnticipatedFinancialEffectsSourcesAndLevelOfUncertaintyOfAssumptionsExplanatory,,,esrs:DisclosureOfCriticalAssumptionsUsedToQuantifyAnticipatedFinancialEffectsSourcesAndLevelOfUncertaintyOfAssumptionsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfCriticalAssumptionsUsedToQuantifyAnticipatedFinancialEffectsSourcesAndLevelOfUncertaintyOfAssumptionsExplanatory," ESRS E3 33 c E3-5 Main Mandatory subject to MA 1 year E3-5_04,  ESRS E2 39 c E2-6 AR 33 Main Mandatory subject to MA 1 year E2-6_09,  ESRS E5 43 c E5-6 Main Mandatory subject to MA 1 year E5-6_04,  ESRS E4 45 c E4-6 Main Mandatory subject to MA 1 year E4-6_04"
,,ESRS E3 33 c E3-5 Main Mandatory subject to MA 1 year E3-5_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E2 39 c E2-6 AR 33 Main Mandatory subject to MA 1 year E2-6_09,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 43 c E5-6 Main Mandatory subject to MA 1 year E5-6_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 45 c E4-6 Main Mandatory subject to MA 1 year E4-6_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:HazardClassesAxis,,,esrs:HazardClassesAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,HazardClassesAxis," Regulation (EC) of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006 No 1272/2008,  ESRS Annex 2 Table 2 Terms defined in the ESRS,  ESRS E2 34 E2-5"
,,"Regulation (EC) of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006 No 1272/2008",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS Annex 2 Table 2 Terms defined in the ESRS,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E2 34 E2-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:HazardCategoriesAxis,,,esrs:HazardCategoriesAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,HazardCategoriesAxis," Regulation (EC) of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006 No 1272/2008,  ESRS E2 34 E2-5"
,,"Regulation (EC) of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006 No 1272/2008",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E2 34 E2-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:HazardClassesMember,,,esrs:HazardClassesMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,HazardClassesMember," Regulation (EC) of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006 No 1272/2008,  ESRS Annex 2 Table 2 Terms defined in the ESRS,  ESRS E2 34 E2-5"
,,"Regulation (EC) of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006 No 1272/2008",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS Annex 2 Table 2 Terms defined in the ESRS,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E2 34 E2-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:HazardCategoriesMember,,,esrs:HazardCategoriesMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,HazardCategoriesMember," Regulation (EC) of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006 No 1272/2008,  ESRS E2 34 E2-5"
,,"Regulation (EC) of the European Parliament and of the Council of 16 December 2008 on classification, labelling and packaging of substances and mixtures, amending and repealing Directives 67/548/EEC and 1999/45/EC, and amending Regulation (EC) No 1907/2006 No 1272/2008",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E2 34 E2-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NamesOfMetricsTypedAxis,,,esrs:NamesOfMetricsTypedAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NamesOfMetricsTypedAxis," ESRS ESRS 2 75 MDR-M,  ESRS ESRS 2 76 MDR-M,  ESRS E4 AR 27 a E4-5,  ESRS ESRS 2 77 c MDR-M,  ESRS E4 AR 27 b E4-5,  ESRS E4 AR 27 c E4-5,  ESRS E4 AR 27 d E4-5,  ESRS E4 AR 27 e E4-5,  ESRS E4 AR 27 f E4-5,  ESRS E4 AR 27 h E4-5,  ESRS E4 40 a E4-5,  ESRS ESRS 2 10 a BP-2,  ESRS ESRS 2 11 a BP-2,  ESRS E4 AR 27 j E4-5,  ESRS E4 AR 27 i E4-5,  ESRS E4 AR 27 g E4-5"
,,ESRS ESRS 2 75 MDR-M,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 76 MDR-M,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 a E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 77 c MDR-M,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 b E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 c E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 d E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 e E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 f E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 h E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 40 a E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 10 a BP-2,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 11 a BP-2,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 j E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 i E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 g E4-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NamesOfRelatedImpactsRisksAndOpportunities,,,esrs:NamesOfRelatedImpactsRisksAndOpportunities,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NamesOfRelatedImpactsRisksAndOpportunities," ESRS ESRS 2 75 MDR-M Related,  ESRS ESRS 2 60 Related,  ESRS ESRS 2 64 MDR-P Related,  ESRS ESRS 2 79 a MDR-T Related,  ESRS ESRS 2 79 b MDR-T Related,  ESRS ESRS 2 46 SBM-3 Main Mandatory irrespective of MA,  ESRS ESRS 2 65 a MDR-P AR 21 Main Mandatory irrespective of MA,  ESRS ESRS 2 67 MDR-A Related"
,,ESRS ESRS 2 75 MDR-M Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 60 Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 64 MDR-P Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 79 a MDR-T Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 79 b MDR-T Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 46 SBM-3 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 65 a MDR-P AR 21 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 67 MDR-A Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ESRSMetricsAndMonetaryAmountsUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunity,,,esrs:ESRSMetricsAndMonetaryAmountsUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunity,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ESRSMetricsAndMonetaryAmountsUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunity," ESRS ESRS 2 75 MDR-M Main Mandatory irrespective of MA,  ESRS ESRS 2 76 MDR-M Related"
,,ESRS ESRS 2 75 MDR-M Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 76 MDR-M Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:QuantitativeMetricPercentage,,,esrs:QuantitativeMetricPercentage,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,QuantitativeMetricPercentage," ESRS ESRS 2 75 MDR-M Main Mandatory irrespective of MA,  ESRS ESRS 2 76 MDR-M Related"
,,ESRS ESRS 2 75 MDR-M Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 76 MDR-M Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:QuantitativeMetricAbsoluteValue,,,esrs:QuantitativeMetricAbsoluteValue,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,QuantitativeMetricAbsoluteValue," ESRS ESRS 2 75 MDR-M Main Mandatory irrespective of MA,  ESRS ESRS 2 76 MDR-M Related"
,,ESRS ESRS 2 75 MDR-M Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 76 MDR-M Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:IdentifiersOfRelatedImpactsRisksAndOpportunities,,,esrs:IdentifiersOfRelatedImpactsRisksAndOpportunities,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,IdentifiersOfRelatedImpactsRisksAndOpportunities," ESRS ESRS 2 75 MDR-M Related,  ESRS ESRS 2 60 Main Mandatory irrespective of MA,  ESRS ESRS 2 64 MDR-P Related,  ESRS ESRS 2 79 a MDR-T Related,  ESRS ESRS 2 79 b MDR-T Related,  ESRS ESRS 2 46 SBM-3 Main Mandatory irrespective of MA,  ESRS ESRS 2 65 a MDR-P AR 21 Main Mandatory irrespective of MA,  ESRS ESRS 2 67 MDR-A Related"
,,ESRS ESRS 2 75 MDR-M Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 60 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 64 MDR-P Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 79 a MDR-T Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 79 b MDR-T Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 46 SBM-3 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 65 a MDR-P AR 21 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS ESRS 2 67 MDR-A Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfMetricsUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunityExplanatory,,,esrs:DescriptionOfMetricsUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunityExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfMetricsUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunityExplanatory, ESRS ESRS 2 75 MDR-M Main Mandatory irrespective of MA MDR-M_01
,,ESRS ESRS 2 75 MDR-M Main Mandatory irrespective of MA MDR-M_01,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowPeopleInOwnWorkforceAreProvidedWithInformationThatIsUnderstandableAndAccessibleThroughAppropriateCommunicationChannelsExplanatory,,,esrs:DisclosureOfHowPeopleInOwnWorkforceAreProvidedWithInformationThatIsUnderstandableAndAccessibleThroughAppropriateCommunicationChannelsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowPeopleInOwnWorkforceAreProvidedWithInformationThatIsUnderstandableAndAccessibleThroughAppropriateCommunicationChannelsExplanatory, ESRS S1 AR 25 c S1-2 Main Voluntary S1-2_12
,,ESRS S1 AR 25 c S1-2 Main Voluntary S1-2_12,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfStepsTakenToGainInsightIntoPerspectivesOfPeopleInOwnWorkforceNOValueChainWorkersNOConsumersAndEndusersThatMayBeParticularlyVulnerableToImpactsAndOrMarginalisedExplanatory,,,esrs:DisclosureOfStepsTakenToGainInsightIntoPerspectivesOfPeopleInOwnWorkforceNOValueChainWorkersNOConsumersAndEndusersThatMayBeParticularlyVulnerableToImpactsAndOrMarginalisedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfStepsTakenToGainInsightIntoPerspectivesOfPeopleInOwnWorkforceNOValueChainWorkersNOConsumersAndEndusersThatMayBeParticularlyVulnerableToImpactsAndOrMarginalisedExplanatory," ESRS S4 21 S4-2 Main Mandatory subject to MA Conditional S4-2_06,  ESRS S1 28 S1-2 Main Mandatory subject to MA Conditional S1-2_07,  ESRS S2 23 S2-2 Main Mandatory subject to MA Conditional S2-2_07"
,,ESRS S4 21 S4-2 Main Mandatory subject to MA Conditional S4-2_06,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S1 28 S1-2 Main Mandatory subject to MA Conditional S1-2_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S2 23 S2-2 Main Mandatory subject to MA Conditional S2-2_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfDefinedLevelOfAmbitionToBeAchievedAndOfAnyQualitativeOrQuantitativeIndicatorsUsedToEvaluateProgressExplanatory,,,esrs:DescriptionOfDefinedLevelOfAmbitionToBeAchievedAndOfAnyQualitativeOrQuantitativeIndicatorsUsedToEvaluateProgressExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfDefinedLevelOfAmbitionToBeAchievedAndOfAnyQualitativeOrQuantitativeIndicatorsUsedToEvaluateProgressExplanatory, ESRS ESRS 2 81 b MDR-T ii Main Mandatory irrespective of MA Conditional MDR-T_18
,,ESRS ESRS 2 81 b MDR-T ii Main Mandatory irrespective of MA Conditional MDR-T_18,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:BaseYearFromWhichProgressIsMeasured,,,esrs:BaseYearFromWhichProgressIsMeasured,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,BaseYearFromWhichProgressIsMeasured," ESRS ESRS 2 81 b MDR-T ii Related Conditional MDR-T_19,  ESRS ESRS 2 80 d MDR-T AR 24 - 
AR 26 Main Mandatory irrespective of MA MDR-T_06,  ESRS E4 AR 27 f E4-5 Related"
,,ESRS ESRS 2 81 b MDR-T ii Related Conditional MDR-T_19,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,"ESRS ESRS 2 80 d MDR-T AR 24 - 
AR 26 Main Mandatory irrespective of MA MDR-T_06",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 27 f E4-5 Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:WaterIntensityTotalWaterConsumptionPerNetRevenue,,,esrs:WaterIntensityTotalWaterConsumptionPerNetRevenue,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,WaterIntensityTotalWaterConsumptionPerNetRevenue," ESRS E3 29 E3-4 Main Mandatory subject to MA E3-4_08,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 2 Indicator 6.1 Water usage and recycling, 1. Average amount of water consumed by the investee companies (in cubic meters) per million EUR of revenue of investee companies Related"
,,ESRS E3 29 E3-4 Main Mandatory subject to MA E3-4_08,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
